OCC_NO,OCC_YEAR,OCC_DATE,CLASS_ID,OCC_TYPE,ACC_INC_TYPE,PROVINCE,LOCATION,TERRAIN_TYPE,FACILITY_NAME,FACILITY_TYPE,PIPELINE_CO,PIPELINE_TYPE_CO,PROD_RELEASED_IND,PRODUCT_TYPE,QUANTITY_LOST,DETECTION_METHOD,LOCATION_ON_PIPELINE,ENVIRO_DAMAGE_IND,PROPERTY_DAMAGE_IND,FIRE_IND,EXPLOSION_IND,NO_EVACUATED,FATALITIES,SERIOUS_INJURIES,PRODUCTION_DT
P13H0112,2013,2013-10-26,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,BEAVER COURT METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0113,2013,2013-10-27,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,SCADA,BLOWER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0114,2013,2013-10-31,5,ACCIDENT,PUMP STATION - FIRE/EXPLOSION,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PIPE,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P13H0115,2013,2013-11-02,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,VERMILION BAY,STATION PROPERTY,COMPRESSOR STATION 2,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,SENSING LINE TUBING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0116,2013,2013-11-16,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,BEAVER COURT METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,RELIEF VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0117,2013,2013-11-18,5,INCIDENT,COMPRESSOR STATION - 3RD PARTY DAMAGE NO RELEASE,ALBERTA,BROOKS,STATION PROPERTY,PRINCESS COMPRESSOR STATION,COMPRESSOR STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,POWER GAS RISER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0118,2013,2013-10-04,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,CROMER,STATION PROPERTY,CROMER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.08,PIPELINE EMPLOYEE,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0119,2013,2013-10-05,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,GLENBORO,STATION PROPERTY,GLENBORO PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.01,PIPELINE EMPLOYEE,PUMP UNIT SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0120,2013,2013-10-18,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,MIDALE,STATION PROPERTY,MIDALE TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,0.24,OUTSIDE PARTY,HOSE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0121,2013,2013-11-22,5,INCIDENT,OTHER FACILITY - OTHER,ALBERTA,FORT SASKATCHEWAN,STATION PROPERTY,FORT SASKATCHEWAN STATION,INJECTION/DELIVERY FACILITY,COCHIN PIPELINES LTD (KINDER MORGAN),HVP,NO,N/A,0,SCADA,STATION PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0122,2013,2013-11-18,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,9.5,PIPELINE EMPLOYEE,HEAT EXCHANGER TUBE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0123,2013,2013-11-23,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,TUBING IN OVERHEAD COOLER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0124,2013,2013-11-25,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,20,PIPELINE EMPLOYEE,VALVE FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0125,2013,2013-11-26,5,ACCIDENT,LINE PIPE - DAMAGE/RELEASE/FIRE/EXPLOSION,ALBERTA,BOYLE,MARGINAL LAND,NPS 16 FLAT LAKE LATERAL LOOP,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,SCADA,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0126,2013,2013-12-01,5,INCIDENT,PUMP STATION - OTHER,SASKATCHEWAN,REGINA,STATION PROPERTY,REGINA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,SCADA,DELIVERY LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0127,2013,2013-12-05,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,DRYDEN (NW. OF WABIGOON LAKE),STATION PROPERTY,COMPRESSOR STATION 55,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,SUCTION SENSING VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0128,2013,2013-12-05,5,ACCIDENT,COMPRESSOR STATION - FIRE/EXPLOSION,SASKATCHEWAN,MASEFIELD,STATION PROPERTY,COMPRESSOR STATION 395,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,NO,N/A,0,OTHER,GAS GENERATOR,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P13H0129,2013,2013-12-09,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,MONCTON,STATION PROPERTY,MONCTON PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FUEL GAS REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0130,2013,2013-12-11,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NOVA SCOTIA,GOLDBORO,STATION PROPERTY,ENCANA METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,THERMAL RELIEF VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0131,2013,2013-12-11,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,VALVE ON SAMPLE LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0132,2013,2013-12-15,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,ELKO,STATION PROPERTY,COMPRESSOR STATION 2A,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,YES,NATURAL GAS,,SCADA,"1"" FITTING",NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P13H0133,2013,2013-11-25,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,SASKATCHEWAN,FROBISHER,AGRICULTURAL LAND,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0001,2014,2014-01-03,5,INCIDENT,OTHER FACILITY - 3RD PARTY DAMAGE NO RELEASE,BRITISH COLUMBIA,DAWSON CREEK,MARGINAL LAND,"24 "" GRIZZLY (SOUR)",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,FLARE LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0002,2014,2014-01-06,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,PIPELINE EMPLOYEE,PIPE ELBOW,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0003,2014,2014-01-08,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,MONCTON,STATION PROPERTY,MONCTON PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,REGULATOR VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0004,2014,2014-01-11,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,DAWSON CREEK,STATION PROPERTY,DAWSON CREEK GAS PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,1.09,PIPELINE EMPLOYEE,TRUCK VENT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0005,2014,2014-01-11,5,INCIDENT,COMPRESSOR STATION - OTHER,MANITOBA,ILE DES CHNES,STATION PROPERTY,COMPRESSOR STATION 41,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,OTHER,2,SCADA,INSULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0006,2014,2014-01-12,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,BOWDEN,INDUSTRIAL,PLAINS MAINLINE LOOP,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,OUTSIDE PARTY,NPS 1 VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0007,2014,2014-01-10,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,SASKATCHEWAN,BRACKEN,STATION PROPERTY,COMPRESSOR STATION 393,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,YES,NATURAL GAS,429,SCADA,APU,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0008,2014,2014-01-15,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,FITTINGS,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0009,2014,2014-01-16,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,ST. JOHN PRESSURE REDUCING STATION,OTHER,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,2,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0010,2014,2014-01-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,REGINA,STATION PROPERTY,ROWATT STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,20,OUTSIDE PARTY,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0011,2014,2014-01-25,3,ACCIDENT,LINE PIPE - DAMAGE/RELEASE/FIRE/EXPLOSION,MANITOBA,OTTERBURNE,MARGINAL LAND,LINE 400-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,3000000,SCADA,WELD (TRANSITION) AT MLV 402-1,NO,YES,YES,YES,5,0,0,2017-03-15T16:18:52
P14H0012,2014,2014-01-22,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,WILDWOOD,STATION PROPERTY,CHIP PUMP STATION,PUMP STATION,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,YES,PETROLEUM CRUDE OIL,27,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0013,2014,2014-01-26,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,SURREY,RESIDENTIAL,MAINLINE,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,NO,N/A,0,OUTSIDE PARTY,PIPE BODY KP 1135.71,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0014,2014,2014-02-07,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,FREDERICTON,STATION PROPERTY,WAASIS METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0015,2014,2014-02-16,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,5,PIPELINE EMPLOYEE,GASKET,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0016,2014,2014-02-16,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,BODY OF WATER,COMPRESSOR STATION 1,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,0.06,PIPELINE EMPLOYEE,HEAT EXCHANGER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0017,2014,2014-02-18,5,ACCIDENT,LINE PIPE - OTHER DAMAGE WITH RELEASE,ALBERTA,ROCKY MOUNTAIN HOUSE,AGRICULTURAL LAND,NPS 18 FERRIER NORTH LATERAL,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,SCADA,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0018,2014,2014-02-20,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,FORT NELSON,MARGINAL LAND,YOYO PIPELINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0019,2014,2014-03-12,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,MAPLE (WITHIN THE CITY OF BURLINGTON),STATION PROPERTY,COMPRESSOR STATION 130,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,OTHER,1.1365,PIPELINE EMPLOYEE,GLYCOL PIPING FOR COMPRESSOR UNIT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0020,2014,2014-03-12,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,BEAVER COURT METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,500,PIPELINE EMPLOYEE,PRESSURE RELIEF VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0021,2014,2014-03-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,,SCADA,PUMP UNIT SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0022,2014,2014-03-15,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,MIDALE,STATION PROPERTY,MIDALE TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,1.75,OUTSIDE PARTY,UNLOADING HOSE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0023,2014,2014-02-20,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,WESTOVER,MARGINAL LAND,LINE 10,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0024,2014,2014-02-15,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,EDMUNDSTON,BODY OF WATER,GROUNDWOOD PULP LINE,TRANSMISSION LINE,TWIN RIVERS PAPER COMPANY,OTHER,YES,OTHER,,OUTSIDE PARTY,PULP LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0025,2014,2014-03-21,5,INCIDENT,OTHER FACILITY - OTHER,BRITISH COLUMBIA,FORT NELSON,MARGINAL LAND,BEAVER RIVER,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,606,SCADA,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0026,2014,2014-03-25,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,WAINWRIGHT,STATION PROPERTY,FABYAN PUMP STATION,PUMP STATION,COCHIN PIPELINES LTD (KINDER MORGAN),HVP,YES,LIQUIFIED PETROLEUM GAS,0.03,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0027,2014,2014-03-27,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,ALBERTA,BASSANO,STATION PROPERTY,BASSANO METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0028,2014,2014-03-31,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,2.5,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0029,2014,2014-04-07,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,ELBOW,STATION PROPERTY,ELBOW PUMP STATION,PUMP STATION,COCHIN PIPELINES LTD (KINDER MORGAN),HVP,YES,LIQUIFIED PETROLEUM GAS,0.14,PIPELINE EMPLOYEE,VALVE FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0030,2014,2014-01-30,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,0.01,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0031,2014,2014-04-09,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,SARNIA,STATION PROPERTY,SARNIA PUMP STATION,PUMP STATION,SUN PIPELINE COMPANY,LVP/HVP,YES,LIQUIFIED PETROLEUM GAS,,PIPELINE EMPLOYEE,PLUG ON PIG TRAP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0032,2014,2014-03-11,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,WESTOVER,STATION PROPERTY,WESTOVER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE BONNET,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0033,2014,2014-03-19,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,O-RING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0034,2014,2014-03-20,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.01,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0035,2014,2014-04-02,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,SURREY,RESIDENTIAL,MAINLINE,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY KP1130.74,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0036,2014,2014-04-10,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,NEW BRUNSWICK,SAINT JOHN,STATION PROPERTY,EGBERT ST. METER STATION,METER STATION,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,RELIEF VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0037,2014,2014-04-10,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,3,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0038,2014,2014-04-08,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,MANITOBA,ELM CREEK,STATION PROPERTY,ELM CREEK PIGGING YARD,OTHER,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,BODY BLEED VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0039,2014,2014-04-13,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,BRITISH COLUMBIA,SAANICHTON,STATION PROPERTY,COMPRESSOR STATION 7,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,SCADA,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0040,2014,2014-02-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KENDAL,STATION PROPERTY,KENDAL PUMP STATION NO. 18,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0041,2014,2014-04-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,15,SCADA,TANK MIXER SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0042,2014,2014-04-19,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NOVA SCOTIA,CALEDONIA (NE. OF GOVERNOR LAKE),STATION PROPERTY,MAINLINE,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,56,OUTSIDE PARTY,PRESSURE REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0043,2014,2014-04-24,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,MATTICE,STATION PROPERTY,COMPRESSOR STATION 92,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,POWER GAS PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0044,2014,2014-04-28,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,CONKLIN,AGRICULTURAL LAND,NPS 24 SUNDAY CREEK LATERAL LOOP #3,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,HOT TAP WELD,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0045,2014,2014-04-29,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,IRMA,STATION PROPERTY,IRMA COMPRESSOR STATION,COMPRESSOR STATION,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,2100,PIPELINE EMPLOYEE,N/A,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0046,2014,2014-04-30,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,6,PIPELINE EMPLOYEE,VENT PIPING ON LEAN AMINE HEADER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0047,2014,2014-04-30,5,INCIDENT,OTHER FACILITY - OTHER,ALBERTA,PENHOLD,MARGINAL LAND,JOFFRE LATERAL,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VALVE BODY BLEED VENT PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
